node_count,copies,trials,delivery_rate,delay_mean,delay_std,overhead_mean,overhead_std,data_tx_mean,data_tx_std
8,2,4,1.0,16.10024707041603,10.892388033315404,57.0,35.6931365951495,2.0,0.0
8,4,4,1.0,10.63870701584728,6.097843328517564,42.75,20.758532382292028,3.75,0.5
12,2,4,0.75,17.593766901972227,11.844534983205738,75.0,41.817061908587824,1.5,0.5773502691896257
12,4,4,1.0,6.107111718640597,4.466335216690713,19.0,13.976170195491086,1.75,0.5
